[00:46:41.678] INFO  controller.WorkflowController — ─────────────────────────────────────────────────────
[00:46:41.687] INFO  controller.WorkflowController — Workflow 'File to Sftp' run started [runId=run-3d160edabaa9]
[00:46:41.692] INFO  workflow.execution — filelist: Listing directory C:/files
[00:46:41.705] INFO  workflow.execution — fileread: Reading C:\files\readme.txt
[00:46:41.728] INFO  workflow.execution — sftpwrite: Connecting to eu-central-1.sftpcloud.io:22
[00:46:41.788] INFO  workflow.execution — sftpwrite: Writing /pub/example/readme.txt
[00:46:41.799] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:46:45.163] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:46:48.547] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:46:50.520] WARN  remote.RemoteFileProducer — Writing file failed with: Cannot connect to sftp://3654d12d2d2241fa891e2b57924f1c2b@eu-central-1.sftpcloud.io:22
[00:46:50.520] WARN  file.GenericFileOnCompletion — Rollback file strategy: org.apache.camel.component.file.strategy.GenericFileRenameProcessStrategy@1b23f3d4 for file: GenericFile[C:\files\readme.txt]
[00:46:50.535] INFO  workflow.execution — Error Logger: File to Sftp - Multicast processing failed for number 0. Exchange[F5D6873D02A5C69-0000000000000011]. Caused by: [org.apache.camel.component.file.GenericFileOperationFailedException - Cannot connect to sftp://3654d12d2d2241fa891e2b57924f1c2b@eu-central-1.sftpcloud.io:22]
[00:46:50.627] INFO  controller.WorkflowController — Workflow 'File to Sftp' run completed successfully in 8949ms
