[00:39:43.382] INFO  controller.WorkflowController — ─────────────────────────────────────────────────────
[00:39:43.385] INFO  controller.WorkflowController — Workflow 'File to Sftp' run started [runId=run-e1051bc7029c]
[00:39:43.406] INFO  workflow.execution — filelist: Listing directory C:/files
[00:39:43.514] INFO  workflow.execution — fileread: Reading C:\files\readme.txt
[00:39:43.631] INFO  workflow.execution — sftpwrite: Connecting to eu-central-1.sftpcloud.io:22
[00:39:43.688] INFO  workflow.execution — sftpwrite: Writing /pub/example/readme.txt
[00:39:43.696] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:39:47.074] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:39:51.353] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:39:53.741] WARN  remote.RemoteFileProducer — Writing file failed with: Cannot connect to sftp://3654d12d2d2241fa891e2b57924f1c2b@eu-central-1.sftpcloud.io:22
[00:39:53.743] WARN  file.GenericFileOnCompletion — Rollback file strategy: org.apache.camel.component.file.strategy.GenericFileRenameProcessStrategy@2c247aab for file: GenericFile[C:\files\readme.txt]
[00:39:53.756] INFO  workflow.execution — Error Logger: [{filePath=C:\files\readme.txt, fileName=readme.txt}, {filePath=C:\files\readme.txt.pgp.txt, fileName=readme.txt.pgp.txt}]
[00:39:53.756] INFO  controller.WorkflowController — Workflow 'File to Sftp' run completed successfully in 10374ms
