[00:42:49.161] INFO  controller.WorkflowController — ─────────────────────────────────────────────────────
[00:42:49.165] INFO  controller.WorkflowController — Workflow 'File to Sftp' run started [runId=run-4c65979837b8]
[00:42:49.165] INFO  workflow.execution — filelist: Listing directory C:/files
[00:42:49.362] INFO  workflow.execution — fileread: Reading C:\files\readme.txt
[00:42:49.377] INFO  workflow.execution — sftpwrite: Connecting to eu-central-1.sftpcloud.io:22
[00:42:49.504] INFO  workflow.execution — sftpwrite: Writing /pub/example/readme.txt
[00:42:49.514] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:42:52.809] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:42:55.996] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:42:58.487] WARN  remote.RemoteFileProducer — Writing file failed with: Cannot connect to sftp://3654d12d2d2241fa891e2b57924f1c2b@eu-central-1.sftpcloud.io:22
[00:42:58.492] WARN  file.GenericFileOnCompletion — Rollback file strategy: org.apache.camel.component.file.strategy.GenericFileRenameProcessStrategy@409aa69a for file: GenericFile[C:\files\readme.txt]
[00:42:58.502] INFO  workflow.execution — Error Logger: Multicast processing failed for number 0. Exchange[F5D6873D02A5C69-000000000000000D]. Caused by: [org.apache.camel.component.file.GenericFileOperationFailedException - Cannot connect to sftp://3654d12d2d2241fa891e2b57924f1c2b@eu-central-1.sftpcloud.io:22]
[00:42:58.503] INFO  controller.WorkflowController — Workflow 'File to Sftp' run completed successfully in 9342ms
