[00:46:03.985] INFO  controller.WorkflowController — ─────────────────────────────────────────────────────
[00:46:03.988] INFO  controller.WorkflowController — Workflow 'File to Sftp' run started [runId=run-d3938c95bcd8]
[00:46:03.991] INFO  workflow.execution — filelist: Listing directory C:/files
[00:46:04.055] INFO  workflow.execution — fileread: Reading C:\files\readme.txt
[00:46:04.320] INFO  workflow.execution — sftpwrite: Connecting to eu-central-1.sftpcloud.io:22
[00:46:04.407] INFO  workflow.execution — sftpwrite: Writing /pub/example/readme.txt
[00:46:04.407] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:46:07.990] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:46:11.371] INFO  remote.SftpOperations — Known host file not configured, using user known host file: C:\Users\Admin/.ssh/known_hosts
[00:46:13.740] WARN  remote.RemoteFileProducer — Writing file failed with: Cannot connect to sftp://3654d12d2d2241fa891e2b57924f1c2b@eu-central-1.sftpcloud.io:22
[00:46:13.740] WARN  file.GenericFileOnCompletion — Rollback file strategy: org.apache.camel.component.file.strategy.GenericFileRenameProcessStrategy@5785c6f for file: GenericFile[C:\files\readme.txt]
[00:46:13.795] INFO  workflow.execution — Error Logger: File to Sftp Multicast processing failed for number 0. Exchange[F5D6873D02A5C69-000000000000000F]. Caused by: [org.apache.camel.component.file.GenericFileOperationFailedException - Cannot connect to sftp://3654d12d2d2241fa891e2b57924f1c2b@eu-central-1.sftpcloud.io:22]
[00:46:13.811] INFO  controller.WorkflowController — Workflow 'File to Sftp' run completed successfully in 9826ms
